1000,getByIndex,4000
1000,addEnd,3500
1000,removeEnd,55500
1000,addAtIndex,499,31000
1000,getIndex,2465200
1000,removeAtIndex,499,23900
1000,addFront,35300
1000,removeFront,9200
1000,getByIndex,4600
1000,addEnd,1500
1000,removeEnd,8200
1000,addAtIndex,499,32800
1000,getIndex,1222900
1000,removeAtIndex,499,37500
1000,addFront,34100
1000,removeFront,7300
1000,getByIndex,5500
1000,addEnd,1800
1000,removeEnd,8000
1000,addAtIndex,499,28500
1000,getIndex,1816300
1000,removeAtIndex,499,25700
1000,addFront,9400
1000,removeFront,70700
1000,getByIndex,5800
1000,addEnd,2800
1000,removeEnd,7500
1000,addAtIndex,499,62300
1000,getIndex,1738700
1000,removeAtIndex,499,239900
1000,addFront,18800
1000,removeFront,10700
1000,getByIndex,8600
1000,addEnd,3100
1000,removeEnd,9300
1000,addAtIndex,499,53300
1000,getIndex,1221300
1000,removeAtIndex,499,53300
1000,addFront,19500
1000,removeFront,37400
1000,getByIndex,3000
1000,addEnd,1300
1000,removeEnd,36100
1000,addAtIndex,499,47100
1000,getIndex,1283900
1000,removeAtIndex,499,30800
1000,addFront,9100
1000,removeFront,21200
1000,getByIndex,5800
1000,addEnd,1900
1000,removeEnd,7500
1000,addAtIndex,499,33300
1000,getIndex,1673900
1000,removeAtIndex,499,42400
1000,addFront,8100
1000,removeFront,7000
1000,getByIndex,4000
1000,addEnd,1700
1000,removeEnd,6500
1000,addAtIndex,499,38400
1000,getIndex,1230300
1000,removeAtIndex,499,39300
1000,addFront,36200
1000,removeFront,8400
1000,getByIndex,5300
1000,addEnd,1800
1000,removeEnd,25100
1000,addAtIndex,499,64000
1000,getIndex,1696200
1000,removeAtIndex,499,23600
1000,addFront,49800
1000,removeFront,11600
1000,getByIndex,27200
1000,addEnd,2000
1000,removeEnd,8200
1000,addAtIndex,499,26600
1000,getIndex,1164100
1000,removeAtIndex,499,47300
1000,addFront,29500
1000,removeFront,18200
1000,getByIndex,5300
1000,addEnd,1700
1000,removeEnd,8700
1000,addAtIndex,499,32500
1000,getIndex,1223100
1000,removeAtIndex,499,34300
1000,addFront,8800
1000,removeFront,16300
1000,getByIndex,9000
1000,addEnd,3600
1000,removeEnd,9200
1000,addAtIndex,499,27000
1000,getIndex,1282600
1000,removeAtIndex,499,57900
1000,addFront,7800
1000,removeFront,9000
1000,getByIndex,19000
1000,addEnd,2700
1000,removeEnd,6900
1000,addAtIndex,499,23400
1000,getIndex,1553400
1000,removeAtIndex,499,34700
1000,addFront,9900
1000,removeFront,8800
1000,getByIndex,3400
1000,addEnd,1700
1000,removeEnd,99200
1000,addAtIndex,499,21200
1000,getIndex,4368200
1000,removeAtIndex,499,34200
1000,addFront,11900
1000,removeFront,14100
1000,getByIndex,9500
1000,addEnd,2000
