1000,add,1500
1000,find,48600
1000,remove,22200
1000,add,4400
1000,find,2500
1000,remove,12300
1000,add,1900
1000,find,2400
1000,remove,17400
1000,add,1600
1000,find,3000
1000,remove,11500
1000,add,900
1000,find,2700
1000,remove,21300
1000,add,1500
1000,find,3500
1000,remove,16800
1000,add,1600
1000,find,3400
1000,remove,10300
1000,add,1400
1000,find,4200
1000,remove,9600
1000,add,1200
1000,find,86700
1000,remove,29800
1000,add,1200
1000,find,2600
1000,remove,19100
1000,add,1100
1000,find,2800
1000,remove,9400
1000,add,1000
1000,find,3000
1000,remove,8700
1000,add,1200
1000,find,2900
1000,remove,10500
1000,add,1900
1000,find,3900
1000,remove,9000
1000,add,1400
1000,find,5600
1000,remove,11700
1000,add,2700
1000,find,3400
1000,remove,9900
1000,add,1400
1000,find,2800
1000,remove,9600
1000,add,1700
1000,find,3600
1000,remove,29000
1000,add,1500
1000,find,6500
1000,remove,8800
1000,add,1300
1000,find,3300
1000,remove,11000
1000,add,1000
1000,find,2800
1000,remove,18500
1000,add,1100
1000,find,3200
1000,remove,9800
1000,add,1900
1000,find,2700
1000,remove,11200
1000,add,2300
1000,find,2800
1000,remove,11300
1000,add,1800
1000,find,3500
1000,remove,10700
1000,add,1900
1000,find,3300
1000,remove,10500
1000,add,1700
1000,find,3800
1000,remove,13200
1000,add,1000
1000,find,2800
1000,remove,9800
1000,add,1000
1000,find,3000
1000,remove,10200
1000,add,3600
1000,find,2900
1000,remove,9100
1000,add,1100
1000,find,3400
1000,remove,10200
1000,add,1500
1000,find,3300
1000,remove,12000
1000,add,1100
1000,find,2600
1000,remove,13000
1000,add,900
1000,find,3600
1000,remove,10700
1000,add,1900
1000,find,3400
1000,remove,19400
1000,add,1700
1000,find,3200
1000,remove,10400
1000,add,1300
1000,find,4000
1000,remove,10400
1000,add,2400
1000,find,3600
1000,remove,10500
1000,add,2000
1000,find,4400
1000,remove,10000
1000,add,1400
1000,find,3100
1000,remove,13100
1000,add,1100
1000,find,2800
1000,remove,12900
1000,add,2100
1000,find,3700
1000,remove,15300
1000,add,1200
1000,find,2800
1000,remove,14600
1000,add,1800
1000,find,2900
1000,remove,10200
1000,add,1900
1000,find,2700
1000,remove,11200
1000,add,1100
1000,find,2900
1000,remove,13200
1000,add,1600
1000,find,3200
1000,remove,12000
1000,add,1700
1000,find,3200
1000,remove,9300
1000,add,1200
1000,find,3100
1000,remove,11700
1000,add,1300
1000,find,4300
1000,remove,11500
1000,add,2000
1000,find,4700
1000,remove,13200
1000,add,2000
1000,find,2900
1000,remove,12500
1000,add,2100
1000,find,3200
1000,remove,11900
1000,add,1200
1000,find,3700
1000,remove,10800
1000,add,900
1000,find,2900
1000,remove,11300
1000,add,1300
1000,find,2500
1000,remove,22800
1000,add,1900
1000,find,29100
1000,remove,11200
1000,add,1400
1000,find,4400
1000,remove,16700
1000,add,1800
1000,find,3800
1000,remove,12800
1000,add,2000
1000,find,2900
1000,remove,25100
1000,add,1000
1000,find,3700
1000,remove,10700
1000,add,900
1000,find,3900
1000,remove,19600
1000,add,1500
1000,find,5500
1000,remove,12900
1000,add,2100
1000,find,2800
1000,remove,15300
1000,add,2600
1000,find,4000
1000,remove,11300
1000,add,1000
1000,find,3200
1000,remove,9800
1000,add,1100
1000,find,3300
1000,remove,13100
1000,add,1300
1000,find,5100
1000,remove,11200
1000,add,1300
1000,find,10700
1000,remove,9900
1000,add,1300
1000,find,4300
1000,remove,12600
1000,add,1300
1000,find,2900
1000,remove,24300
1000,add,2300
1000,find,2600
1000,remove,12100
1000,add,2100
1000,find,3500
1000,remove,10600
1000,add,2000
1000,find,4900
1000,remove,11800
1000,add,1800
1000,find,5000
1000,remove,12300
1000,add,2300
1000,find,3000
1000,remove,11200
1000,add,2100
1000,find,11000
1000,remove,18500
1000,add,1600
1000,find,3400
1000,remove,11600
1000,add,1900
1000,find,5700
1000,remove,9600
1000,add,2700
1000,find,5500
1000,remove,18900
1000,add,1400
1000,find,3400
1000,remove,13800
1000,add,2100
1000,find,3500
1000,remove,9900
1000,add,1700
1000,find,3400
1000,remove,12900
1000,add,1200
1000,find,2500
1000,remove,16100
1000,add,1900
1000,find,3700
1000,remove,30100
1000,add,2100
1000,find,3200
1000,remove,13200
1000,add,1900
1000,find,2900
1000,remove,11600
1000,add,1300
1000,find,2800
1000,remove,10900
1000,add,2000
1000,find,2800
1000,remove,14400
1000,add,1700
1000,find,3000
1000,remove,39300
1000,add,1800
1000,find,9600
1000,remove,12500
1000,add,1200
1000,find,2500
1000,remove,12500
1000,add,1800
1000,find,2900
1000,remove,13000
1000,add,1200
1000,find,3200
1000,remove,10400
1000,add,2200
1000,find,2800
1000,remove,11600
1000,add,1400
1000,find,2900
